Numer_zgloszenia;Czas_naprawy;Rodzaj
2410;25.12.2015 16:42;restart
2391;25.12.2015 18:10;restart
2436;26.12.2015 00:38;wymiana
2391;26.12.2015 00:54;wymiana
2440;26.12.2015 01:55;wymiana
2400;26.12.2015 04:03;restart
2399;26.12.2015 05:56;restart
2442;26.12.2015 06:27;wymiana
2451;26.12.2015 07:41;wymiana
2455;26.12.2015 09:28;wymiana
2398;26.12.2015 11:32;wymiana
2431;26.12.2015 11:43;restart
2448;26.12.2015 12:01;wymiana
2445;26.12.2015 13:33;wymiana
2440;26.12.2015 14:02;restart
2404;26.12.2015 14:39;wymiana
2436;26.12.2015 15:16;wymiana
2439;26.12.2015 15:56;restart
2416;26.12.2015 18:47;wymiana
2439;26.12.2015 20:11;wymiana
2431;26.12.2015 20:25;restart
2438;26.12.2015 21:33;restart
2460;27.12.2015 00:39;restart
2459;27.12.2015 01:57;wymiana
2397;27.12.2015 03:23;restart
2394;27.12.2015 04:28;wymiana
2440;27.12.2015 05:55;restart
2450;27.12.2015 05:56;wymiana
2451;27.12.2015 11:01;wymiana
2463;27.12.2015 11:21;restart
2406;27.12.2015 15:09;restart
2441;27.12.2015 17:08;wymiana
2395;27.12.2015 17:26;restart
2451;27.12.2015 17:32;wymiana
2456;27.12.2015 17:57;wymiana
2413;27.12.2015 18:11;wymiana
2409;27.12.2015 18:40;wymiana
2464;27.12.2015 18:46;wymiana
2431;27.12.2015 20:22;wymiana
2404;27.12.2015 23:15;wymiana
2467;27.12.2015 23:28;wymiana
2412;28.12.2015 12:35;wymiana
2436;28.12.2015 14:00;wymiana
2468;28.12.2015 14:51;wymiana
2475;28.12.2015 16:16;restart
2443;28.12.2015 16:21;wymiana
2475;28.12.2015 17:16;wymiana
2445;28.12.2015 17:20;restart
2439;28.12.2015 17:37;restart
2405;28.12.2015 18:28;restart
2437;28.12.2015 21:29;restart
2466;28.12.2015 22:15;restart
2406;28.12.2015 22:26;wymiana
2453;28.12.2015 23:11;restart
2438;29.12.2015 01:21;restart
2463;29.12.2015 01:31;wymiana
2456;29.12.2015 02:49;wymiana
2475;29.12.2015 04:29;wymiana
2468;29.12.2015 05:33;wymiana
2473;29.12.2015 06:33;wymiana
2471;29.12.2015 07:41;wymiana
2469;29.12.2015 08:30;wymiana
2438;29.12.2015 09:12;wymiana
2468;29.12.2015 09:52;restart
2473;29.12.2015 10:46;restart
2416;29.12.2015 11:08;restart
2416;29.12.2015 11:21;wymiana
2445;29.12.2015 11:48;wymiana
2457;29.12.2015 14:37;restart
2432;29.12.2015 16:07;restart
2474;29.12.2015 16:17;wymiana
2458;29.12.2015 17:00;restart
2446;29.12.2015 18:46;restart
2439;29.12.2015 19:39;wymiana
2435;29.12.2015 20:54;restart
2434;29.12.2015 21:00;wymiana
2468;29.12.2015 21:00;wymiana
2438;29.12.2015 23:49;restart
2469;30.12.2015 00:36;wymiana
2468;30.12.2015 01:23;wymiana
2454;30.12.2015 01:37;restart
2461;30.12.2015 07:43;restart
2465;30.12.2015 08:44;wymiana
2477;30.12.2015 11:53;restart
2480;30.12.2015 13:17;restart
2449;30.12.2015 14:54;restart
2473;30.12.2015 15:23;wymiana
2474;30.12.2015 15:42;wymiana
2474;30.12.2015 16:59;wymiana
2484;30.12.2015 17:31;wymiana
2452;30.12.2015 18:03;restart
2482;30.12.2015 18:41;wymiana
2439;30.12.2015 18:50;restart
2488;30.12.2015 19:18;wymiana
2484;30.12.2015 20:41;restart
2488;30.12.2015 20:46;restart
2487;30.12.2015 21:27;wymiana
2472;30.12.2015 21:30;restart
2447;30.12.2015 21:45;wymiana
2466;30.12.2015 21:50;wymiana
2462;30.12.2015 22:06;restart
2438;31.12.2015 00:37;wymiana
2476;31.12.2015 00:53;wymiana
2475;31.12.2015 01:24;wymiana
2445;31.12.2015 01:47;restart
2466;31.12.2015 02:47;restart
2477;31.12.2015 03:12;wymiana
2482;31.12.2015 03:26;restart
2472;31.12.2015 03:34;restart
2486;31.12.2015 03:42;restart
2483;31.12.2015 04:32;restart
2484;31.12.2015 05:53;wymiana
2465;31.12.2015 06:38;wymiana
2465;31.12.2015 07:18;restart
2488;31.12.2015 07:19;wymiana
2465;31.12.2015 08:10;wymiana
2484;31.12.2015 08:52;wymiana
2488;31.12.2015 09:26;wymiana
2485;31.12.2015 09:48;restart
2492;31.12.2015 10:49;restart
2490;31.12.2015 11:10;wymiana
2475;31.12.2015 11:20;wymiana
2456;31.12.2015 11:27;wymiana
2491;31.12.2015 12:22;wymiana
2482;31.12.2015 14:27;restart
2479;31.12.2015 15:00;wymiana
2456;31.12.2015 15:26;wymiana
2482;31.12.2015 15:40;restart
2470;31.12.2015 16:26;wymiana
2478;31.12.2015 16:47;restart
2479;31.12.2015 18:08;wymiana
2451;31.12.2015 19:02;restart
2493;31.12.2015 19:13;restart
2488;31.12.2015 19:59;restart
2481;31.12.2015 21:18;wymiana
2489;31.12.2015 21:23;restart
2495;31.12.2015 21:54;restart
2466;31.12.2015 22:09;restart
2495;31.12.2015 22:34;restart
2494;31.12.2015 22:54;restart
2495;31.12.2015 23:24;wymiana
2495;31.12.2015 23:29;wymiana
2495;31.12.2015 23:52;wymiana
